Street Address,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,test_site_source
"1910 Magnolia Ave., Los Angeles, CA 90007",,,,34.039468,-118.286307,1,rooftop,1910,Magnolia Ave,Los Angeles,CA,Los Angeles County,90007,US,Los Angeles,2019,6,6037,Los Angeles,644000,221602,2001,2,6.03722E+13,giscorps
"1919 S. Hoover Street, Los Angeles, CA 90007",,,,34.03932,-118.28433,1,rooftop,1919,S Hoover St,Los Angeles,CA,Los Angeles County,90007,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,221602,2000,2,6.03722E+13,giscorps
"1919 W 7th St. Los Angeles, CA 90057",,,,34.05605,-118.27481,0.9,rooftop,1919,W 7th St,Los Angeles,CA,Los Angeles County,90057,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,208902,1003,1,6.03721E+13,giscorps
"1920 Colorado Ave., Santa Monica, CA, 90404",,,,34.025275,-118.47695,1,rooftop,1920,Colorado Ave,Santa Monica,CA,Los Angeles County,90404,US,Los Angeles,2019,6,6037,Santa Monica,670000,701802,4000,4,6.0377E+13,giscorps
"1920 Marengo St, Los Angeles, CA 90033-1317",,,,34.057389,-118.209646,1,rooftop,1920,Marengo St,Los Angeles,CA,Los Angeles County,90033,US,Los Angeles,2019,6,6037,Los Angeles,644000,203300,1018,1,6.0372E+13,giscorps
"19231 Soledad Canyon Rd, Canyon Country, CA 91351",,,,34.415876,-118.472109,1,range_interpolation,19231,Soledad Canyon Rd,Canyon Country,CA,Los Angeles County,91351,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Santa Clarita,669088,920035,2004,2,6.03792E+13,giscorps
"19346 Nordhoff St Northridge, CA 91324",,,,34.235332,-118.553859,1,range_interpolation,19346,Nordhoff St,Northridge,CA,Los Angeles County,91324,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,113301,2025,2,6.03711E+13,giscorps
"19400 Plummer St, Northridge, CA, 91324",,,,34.242526,-118.555614,1,rooftop,19400,Plummer St,Northridge,CA,Los Angeles County,91324,US,Los Angeles,2019,6,6037,Los Angeles,644000,113301,2017,2,6.03711E+13,giscorps
"1950 W Slauson Ave, Los Angeles, CA 90047",,,,33.98884,-118.31277,1,rooftop,1950,W Slauson Ave,Los Angeles,CA,Los Angeles County,90047,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,237202,2001,2,6.03724E+13,giscorps
"1954 Durfee Avenue, South El Monte, CA 91733",,,,34.044728,-118.030312,1,rooftop,1954,Durfee Ave,South El Monte,CA,Los Angeles County,91733,US,Los Angeles,2019,6,6037,South El Monte,672996,434004,2000,2,6.03743E+13,giscorps
"19701 Vanowen Street, Winnetka, CA 91306",,,,34.194,-118.56246,1,rooftop,19701,Vanowen St,Winnetka,CA,Los Angeles County,91306,US,Los Angeles,2019,6,6037,Los Angeles,644000,134800,1006,1,6.03713E+13,giscorps
"19950 Rinaldi Street, Suite 300 Porter Ranch, CA 91326",,,,34.275352,-118.569386,1,rooftop,19950,Rinaldi St,Porter Ranch,CA,Los Angeles County,91326,US,Los Angeles,2019,6,6037,Los Angeles,644000,108201,2014,2,6.03711E+13,giscorps
"200 E Anaheim St, Wilmington, CA 90744-4516",,,,33.77994,-118.2608,1,rooftop,200,E Anaheim St,Wilmington,CA,Los Angeles County,90744,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,294701,3007,3,6.03729E+13,giscorps
"2000 San Gabriel Ave, Long Beach, CA 90810-3601",,,,33.791452,-118.22377,1,range_interpolation,2000,San Gabriel Ave,Long Beach,CA,Los Angeles County,90810,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Long Beach,643000,572800,1013,1,6.03757E+13,giscorps
"2001 Pacific Coast Highway, Lomita, CA 90717",,,,33.79091,-118.31498,0.78,nearest_rooftop_match,2019,Highway 1,Lomita,CA,Los Angeles County,90717,US,Los Angeles,2019,6,6037,Lomita,642468,670002,2010,2,6.03767E+13,giscorps
"2001 Santa Fe Ave, Long Beach, CA 90810 ",,,,33.79394,-118.216016,1,rooftop,2001,Santa Fe Ave,Long Beach,CA,Los Angeles County,90810,US,City of Long Beach,2019,6,6037,Long Beach,643000,572800,1010,1,6.03757E+13,giscorps
"2003 E Imperial Hwy, Los Angeles, CA 90059-2203",,,,33.92947,-118.23612,1,rooftop,2003,E Imperial Hwy,Los Angeles,CA,Los Angeles County,90059,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,243100,3005,3,6.03724E+13,giscorps
"2005 W. Alameda Ave, BURBANK, CA 91506",,,,34.160122,-118.3234,1,rooftop,2005,W Alameda Ave,Burbank,CA,Los Angeles County,91506,US,City of Burbank,2019,6,6037,Burbank,608954,311700,6015,6,6.03731E+13,giscorps
"20054 Hawthorne Blvd, Torrance, CA 90503",,,,33.849607,-118.351595,1,rooftop,20054,Hawthorne Blvd,Torrance,CA,Los Angeles County,90503,US,Los Angeles,2019,6,6037,Torrance,680000,650401,1002,1,6.03765E+13,giscorps
"2006 S. Lincoln Blvd,Venice, CA 90291",,,,33.99564,-118.45563,1,rooftop,2006,S Lincoln Blvd,Venice,CA,Los Angeles County,90291,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,273700,3004,3,6.03727E+13,giscorps
"2010 E Carson St, Long Beach, CA, 90807",,,,33.832063,-118.16709,1,rooftop,2010,E Carson St,Long Beach,CA,Los Angeles County,90807,US,City of Long Beach,2019,6,6037,Long Beach,643000,571900,3001,3,6.03757E+13,giscorps
"2032 Marengo St, Los Angeles, CA 90033-1319",,,,34.056288,-118.207036,1,range_interpolation,2032,Marengo St,Los Angeles,CA,Los Angeles County,90033,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,203300,1018,1,6.0372E+13,giscorps
"2037 Verdugo Boulevard, Montrose, CA 91020",,,,34.205741,-118.221184,1,rooftop,2037,Verdugo Blvd,Montrose,CA,Los Angeles County,91020,US,Los Angeles,2019,6,6037,Glendale,630000,300800,2008,2,6.0373E+13,giscorps
"2040 Camfield Avenue, Los Angeles, Ca 90040",,,,34.008007,-118.155224,1,rooftop,2040,Camfield Ave,Commerce,CA,Los Angeles County,90040,US,Los Angeles,2019,6,6037,Commerce,614974,532303,3021,3,6.03753E+13,giscorps
"2041 Rosecrans Avenue Suite 330, El Segundo, CA 90245",,,,33.902586,-118.389228,1,rooftop,2041,Rosecrans Ave,El Segundo,CA,Los Angeles County,90245,US,Los Angeles,2019,6,6037,El Segundo,622412,980013,1027,1,6.03798E+13,giscorps
"2044 Reservoir St, Los Angeles, CA 90026",,,,34.078646,-118.261977,1,range_interpolation,2044,Reservoir St,Los Angeles,CA,Los Angeles County,90026,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,195600,2001,2,6.0372E+13,giscorps
"20540 E Arrow Hwy Suite B, Covina, CA 91724",,,,34.106351,-117.853607,1,rooftop,20540,E Arrow Hwy,Covina,CA,Los Angeles County,91724,US,Los Angeles,2019,6,6037,Charter Oak,612734,403802,2002,2,6.0374E+13,giscorps
"2059 South Garey Ave., Pomona, CA 91766",,,,34.033852,-117.749881,1,rooftop,2059,S Garey Ave,Pomona,CA,Los Angeles County,91766,US,Los Angeles,2019,6,6037,Pomona,658072,403000,1011,1,6.0374E+13,giscorps
"207 West Alameda Ave # 102, Burbank, CA 91502",,,,34.169127,-118.306497,1,rooftop,207,W Alameda Ave,Burbank,CA,Los Angeles County,91502,US,Los Angeles,2019,6,6037,Burbank,608954,311801,1006,1,6.03731E+13,giscorps
"208 Park Ave, San Fernando, CA 91340",,,,34.281176,-118.434202,1,range_interpolation,208,Park Ave,San Fernando,CA,Los Angeles County,91340,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,San Fernando,666140,320201,1013,1,6.03732E+13,giscorps
"20839 West Roscoe Boulevard, Winnetka, CA 91306",,,,34.22014,-118.58771,1,rooftop,20839,W Roscoe Blvd,Winnetka,CA,Los Angeles County,91306,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,113234,2016,2,6.03711E+13,giscorps
"2090 Westwood Blvd, Westwood, CA 90025",,,,34.045494,-118.43291,1,rooftop,2090,Westwood Blvd,Los Angeles,CA,Los Angeles County,90025,US,Los Angeles,2019,6,6037,Los Angeles,644000,267200,3003,3,6.03727E+13,giscorps
"2100 W 3rd St Ste 190, Los Angeles, CA 90057-1999",,,,34.06281,-118.2731,1,rooftop,2100,W 3rd St,Los Angeles,CA,Los Angeles County,90057,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,208801,1002,1,6.03721E+13,giscorps
"2100 W. Anaheim St, Long Beach, CA 90802",,,,33.78284,-118.22015,0.78,rooftop,2100,W Anaheim St,Long Beach,CA,Los Angeles County,90813,US,City of Long Beach,2019,6,6037,Long Beach,643000,980033,1010,1,6.03798E+13,giscorps
"2110 W Sunset Blvd, Los Angeles, CA, 90026",,,,34.07735,-118.26408,1,rooftop,2110,W Sunset Blvd,Los Angeles,CA,Los Angeles County,90026,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,195710,1000,1,6.0372E+13,giscorps
"2115 N. Wilmington Ave., Compton, CA 90222",,,,33.911515,-118.239232,1,range_interpolation,2115,N Wilmington Ave,Compton,CA,Los Angeles County,90222,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Compton,615044,541300,4006,4,6.03754E+13,giscorps
"2125 Santa Fe Ave, Long Beach, CA 90810-3547",,,,33.79574,-118.216237,1,rooftop,2125,Santa Fe Ave,Long Beach,CA,Los Angeles County,90810,US,City of Long Beach,2019,6,6037,Long Beach,643000,572800,1010,1,6.03757E+13,giscorps
"2130 James M. Wood Blvd, Los Angeles, CA 90006",,,,34.053628,-118.279779,1,rooftop,2130,James M Wood Blvd,Los Angeles,CA,Los Angeles County,90006,US,Los Angeles,2019,6,6037,Los Angeles,644000,209510,1003,1,6.03721E+13,giscorps
"21409 Elaine Ave, Hawaiian Gardens, CA 90716-1025",,,,33.835382,-118.07814,1,rooftop,21409,Elaine Ave,Hawaiian Gardens,CA,Los Angeles County,90716,US,Los Angeles,2019,6,6037,Hawaiian Gardens,632506,555102,2000,2,6.03756E+13,giscorps
"2151 E. Palmdale Blvd. Palmdale, CA 93550",,,,34.580453,-118.089914,1,rooftop,2151,E Palmdale Blvd,Palmdale,CA,Los Angeles County,93550,US,Los Angeles,2019,6,6037,Palmdale,655156,910601,1013,1,6.03791E+13,giscorps
"21590 East Valley Boulevard, City of Industry, CA 91789",,,,34.02683,-117.83513,0.8,rooftop,21590,Valley Blvd,Walnut,CA,Los Angeles County,91789,US,Los Angeles,2019,6,6037,Industry,636490,403312,2002,2,6.0374E+13,giscorps
"21815 Pioneer Blvd, Hawaiian Gardens, CA 90716",,,,33.827733,-118.082172,1,rooftop,21815,Pioneer Blvd,Hawaiian Gardens,CA,Los Angeles County,90716,US,Los Angeles,2019,6,6037,Hawaiian Gardens,632506,555211,2000,2,6.03756E+13,giscorps
"21840 Normandie Ave., Torrance, CA 90502",,,,33.829958,-118.299041,1,range_interpolation,21840,Normandie Ave,Torrance,CA,Los Angeles County,90502,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,West Carson,684144,543503,2010,2,6.03754E+13,giscorps
"2195 Sepulveda Blvd, Torrance CA 90505",,,,33.82142,-118.3195,0.9,rooftop,2195,Sepulveda Blvd,Torrance,CA,Los Angeles County,90501,US,Los Angeles,2019,6,6037,Torrance,680000,650902,2018,2,6.03765E+13,giscorps
"2219 E 1st St, Los Angeles, CA 90033",,,,34.0446,-118.21143,1,rooftop,2219,E 1st St,Los Angeles,CA,Los Angeles County,90033,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,204420,1004,1,6.0372E+13,giscorps
"222 North Market Street, Inglewood, CA 90301",,,,33.96495,-118.350801,1,rooftop,222,N Market St,Inglewood,CA,Los Angeles County,90301,US,Los Angeles,2019,6,6037,Inglewood,636546,601001,1021,1,6.0376E+13,giscorps
"222 W. Eulalia St., Glendale, CA 91204",,,,34.126423,-118.256447,1,range_interpolation,222,W Eulalia St,Glendale,CA,Los Angeles County,91204,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Glendale,630000,302401,3021,3,6.0373E+13,giscorps
"22310 Wardham Ave, Hawaiian Gardens, CA 90716-1740",,,,33.826447,-118.064922,1,rooftop,22310,Wardham Ave,Hawaiian Gardens,CA,Los Angeles County,90716,US,Los Angeles,2019,6,6037,Hawaiian Gardens,632506,555212,1000,1,6.03756E+13,giscorps
"2241 N Eastern Ave, Los Angeles, CA 90032",,,,34.07163,-118.18066,1,rooftop,2241,N Eastern Ave,Los Angeles,CA,Los Angeles County,90032,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,201402,1003,1,6.0372E+13,giscorps
"22968 Victory Boulevard, Woodland Hills, CA 91367",,,,34.186238,-118.627362,1,rooftop,22968,Victory Blvd,Woodland Hills,CA,Los Angeles County,91367,US,Los Angeles,2019,6,6037,Los Angeles,644000,135201,2000,2,6.03714E+13,giscorps
"2315 Huntington Drive, Duarte, CA 91010",,,,34.14125,-117.95518,0.7,nearest_rooftop_match,2307,E Huntington Dr,Duarte,CA,Los Angeles County,91010,US,Los Angeles,2019,6,6037,Duarte,619990,430002,5002,5,6.03743E+13,giscorps
"2321 HAWTHORNE BLVD, REDONDO BEACH, CA 90278",,,,33.873425,-118.352999,1,rooftop,2321,Hawthorne Blvd,Redondo Beach,CA,Los Angeles County,90278,US,Los Angeles,2019,6,6037,Redondo Beach,660018,620601,1002,1,6.03762E+13,giscorps
"23251 Main St, Carson, CA 90745-5229",,,,33.813959,-118.276013,1,rooftop,23251,Main St,Carson,CA,Los Angeles County,90745,US,City of Carson,2019,6,6037,Carson,611530,543604,1006,1,6.03754E+13,giscorps
"23341 Mulholland,Dr. Woodland Hills, CA 91364",,,,34.157461,-118.634137,1,rooftop,23341,Mulholland Dr,Woodland Hills,CA,Los Angeles County,91364,US,Los Angeles,2019,6,6037,Los Angeles,644000,137402,2005,2,6.03714E+13,giscorps
"23388 Mulholland Drive, Woodland Hills, CA 91364",,,,34.15569,-118.63458,0.9,rooftop,23388,W Mulholland Dr,Woodland Hills,CA,Los Angeles County,91364,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,137402,1016,1,6.03714E+13,giscorps
"236 N. Soto St., Los angeles, CA 90033",,,,34.04622,-118.20796,1,rooftop,236,N Soto St,Los Angeles,CA,Los Angeles County,90033,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,204200,1000,1,6.0372E+13,giscorps
"2360 Pacific Ave, Long Beach, CA 90806-3051",,,,33.800047,-118.193362,1,rooftop,2360,Pacific Ave,Long Beach,CA,Los Angeles County,90806,US,City of Long Beach,2019,6,6037,Long Beach,643000,573100,1009,1,6.03757E+13,giscorps
"23806 Main Street, Carson, CA 90745",,,,33.808411,-118.275195,1,rooftop,23806,Main St,Carson,CA,Los Angeles County,90745,US,City of Carson,2019,6,6037,Carson,611530,543702,4008,4,6.03754E+13,giscorps
"23815 Stuart Ranch Road, Suite 300/301, Malibu, CA 90265",,,,34.03771,-118.694311,1,range_interpolation,23815,Stuart Ranch Rd,Malibu,CA,Los Angeles County,90265,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Malibu,645246,800504,1029,1,6.0378E+13,giscorps
"2382 Crenshaw Blvd. Suite 5, Torrance, CA 90501",,,,33.822631,-118.327723,1,rooftop,2382,Crenshaw Blvd,Torrance,CA,Los Angeles County,90501,US,Los Angeles,2019,6,6037,Torrance,680000,650902,3029,3,6.03765E+13,giscorps
"239 S. La Cienega Blvd Suite 100, Beverly Hills, CA 90211",,,,34.063892,-118.376513,1,rooftop,239,S La Cienega Blvd,Beverly Hills,CA,Los Angeles County,90211,US,Los Angeles,2019,6,6037,Beverly Hills,606308,700901,1005,1,6.0377E+13,giscorps
"2401 W 6th St, Los Angeles, CA 90057",,,,34.0611,-118.27802,1,rooftop,2401,W 6th St,Los Angeles,CA,Los Angeles County,90057,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,208802,1005,1,6.03721E+13,giscorps
"24035 Newhall Ranch Rd. Santa Clarita, CA 91355",,,,34.43161,-118.5561,0.8,rooftop,24035,Newhall Ranch Rd,Valencia,CA,Los Angeles County,91354,US,Los Angeles,2019,6,6037,Santa Clarita,669088,920114,1003,1,6.03792E+13,giscorps
2412 Griffith Ave Los Angeles 90011,,,,34.021189,-118.256466,1,rooftop,2412,Griffith Ave,Los Angeles,CA,Los Angeles County,90011,US,Los Angeles,2019,6,6037,Los Angeles,644000,226420,3003,3,6.03723E+13,giscorps
"242 S. Robertson Blvd, Beverly Hills CA 90211",,,,34.063722,-118.383247,1,rooftop,242,S Robertson Blvd,Beverly Hills,CA,Los Angeles County,90211,US,Los Angeles,2019,6,6037,Beverly Hills,606308,700901,2010,2,6.0377E+13,giscorps
"2500 S Western Ave, Los Angeles, CA 90018",,,,34.03373,-118.30879,1,rooftop,2500,S Western Ave,Los Angeles,CA,Los Angeles County,90018,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,221500,1003,1,6.03722E+13,giscorps
"2500 S Western Ave, Los Angeles, CA 90018",,,,34.03373,-118.30879,1,rooftop,2500,S Western Ave,Los Angeles,CA,Los Angeles County,90018,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,221500,1003,1,6.03722E+13,giscorps
"2500 West Victory Boulevard, Burbank, CA 91505",,,,34.183706,-118.338844,1,rooftop,2500,W Victory Blvd,Burbank,CA,Los Angeles County,91505,US,City of Burbank,2019,6,6037,Burbank,608954,311000,3000,3,6.03731E+13,giscorps
"2501 N. Sepulveda Blvd., Suite 100, Manhattan Beach, CA 90266",,,,33.895095,-118.396229,1,rooftop,2501,N Sepulveda Blvd,Manhattan Beach,CA,Los Angeles County,90266,US,Los Angeles,2019,6,6037,Manhattan Beach,645400,620303,1011,1,6.03762E+13,giscorps
"2505 Santa Monica Boulevard, Santa Monica, CA 90404",,,,34.03407,-118.4755,0.9,range_interpolation,2505,Santa Monica Blvd,Santa Monica,CA,Los Angeles County,90404,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Santa Monica,670000,701701,2019,2,6.0377E+13,giscorps
"2508 S. San Pedro St., Los Angleles, CA 90011",,,,34.02212,-118.26076,1,rooftop,2508,S San Pedro St,Los Angeles,CA,Los Angeles County,90011,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,226420,1005,1,6.03723E+13,giscorps
"2512 Alta St., Los Angeles, CA 90031",,,,34.076052,-118.203837,1,rooftop,2512,Alta St,Los Angeles,CA,Los Angeles County,90031,US,Los Angeles,2019,6,6037,Los Angeles,644000,199202,2006,2,6.0372E+13,giscorps
"2515 W Pico Blvd, Los Angeles, CA 90006-4003",,,,34.04741,-118.29217,1,rooftop,2515,W Pico Blvd,Los Angeles,CA,Los Angeles County,90006,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,213320,1007,1,6.03721E+13,giscorps
"2520 E Palmdale Blvd, Palmdale, CA 93550-4914",,,,34.579431,-118.083505,1,rooftop,2520,E Palmdale Blvd,Palmdale,CA,Los Angeles County,93550,US,Los Angeles,2019,6,6037,Palmdale,655156,910602,1021,1,6.03791E+13,giscorps
"2525 Trinity St, Los Angeles, CA 90011",,,,34.022863,-118.263147,1,rooftop,2525,Trinity St,Los Angeles,CA,Los Angeles County,90011,US,Los Angeles,2019,6,6037,Los Angeles,644000,226410,1006,1,6.03723E+13,giscorps
"25548 The Old Road, #U1, Stevenson Ranch, CA 91381",,,,34.392449,-118.573796,1,range_interpolation,25548,The Old Rd,Stevenson Ranch,CA,Los Angeles County,91381,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Stevenson Ranch,674130,920326,1002,1,6.03792E+13,giscorps
"25829 Narbonne Avenue, Lomita, CA 90717",,,,33.788904,-118.320288,1,rooftop,25829,Narbonne Ave,Lomita,CA,Los Angeles County,90717,US,Los Angeles,2019,6,6037,Lomita,642468,670100,1003,1,6.03767E+13,giscorps
"25880 McBean Parkway, Santa Clarita, CA 91355",,,,34.40608,-118.554051,1,range_interpolation,25880,McBean Pkwy,Valencia,CA,Los Angeles County,91355,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Santa Clarita,669088,920329,2001,2,6.03792E+13,giscorps
"2609 N. Lincoln Ave, Altadena, CA 91001",,,,34.190501,-118.159005,1,rooftop,2609,N Lincoln Ave,Altadena,CA,Los Angeles County,91001,US,Los Angeles,2019,6,6037,Altadena,601290,461000,3000,3,6.03746E+13,giscorps
"26357 McBean Pkwy., Valencia, CA 91355",,,,34.412297,-118.560564,1,rooftop,26357,McBean Pkwy,Valencia,CA,Los Angeles County,91355,US,Los Angeles,2019,6,6037,Santa Clarita,669088,920330,1001,1,6.03792E+13,giscorps
"26455 Rockwell Canyon Rd. Santa Clarita, CA 91355",,,,34.404967,-118.573734,1,rooftop,26455,Rockwell Canyon Rd,Valencia,CA,Los Angeles County,91355,US,Los Angeles,2019,6,6037,Santa Clarita,669088,920330,2005,2,6.03792E+13,giscorps
"2650 E Olympic Blvd, Los Angeles, CA 90023",,,,34.02485,-118.22188,1,rooftop,2650,E Olympic Blvd,Los Angeles,CA,Los Angeles County,90023,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,206050,1089,1,6.03721E+13,giscorps
"26777 Agoura Rd Calabasas, CA 91302",,,,34.142189,-118.703112,1,range_interpolation,26777,Agoura Rd,Calabasas,CA,Los Angeles County,91302,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,,,800329,3042,3,6.0378E+13,giscorps
"268 Bloom St # 322, Los Angeles, CA 90012-1973",,,,34.063524,-118.229514,1,range_interpolation,268,Bloom St,Los Angeles,CA,Los Angeles County,90012,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,206010,2009,2,6.03721E+13,giscorps
"26861 Sierra Highway, Santa Clarita, CA 91321",,,,34.405039,-118.466905,1,rooftop,26861,Sierra Hwy,Newhall,CA,Los Angeles County,91321,US,Los Angeles,2019,6,6037,Santa Clarita,669088,920031,2000,2,6.03792E+13,giscorps
"269 S. San Pedro St., Los Angeles CA 90012",,,,34.0477,-118.2427,1,rooftop,269,S San Pedro St,Los Angeles,CA,Los Angeles County,90012,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,206200,2005,2,6.03721E+13,giscorps
"2701 Ocean Park Blvd., Suite 130 Santa Monica, California 90405",,,,34.018534,-118.45712,1,rooftop,2701,Ocean Park Blvd,Santa Monica,CA,Los Angeles County,90405,US,Los Angeles,2019,6,6037,Santa Monica,670000,702300,5009,5,6.0377E+13,giscorps
"2707 E. Valley Blvd Ste 116, West Covina, CA 91792",,,,34.003136,-117.88746,1,range_interpolation,2707,E Valley Blvd,West Covina,CA,Los Angeles County,91792,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,West Covina,684200,408137,2005,2,6.03741E+13,giscorps
"2707 S. Central Ave., Los Angeles, CA 90011",,,,34.017729,-118.255511,1,range_interpolation,2707,S Central Ave,Los Angeles,CA,Los Angeles County,90011,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,226700,1003,1,6.03723E+13,giscorps
"2710 W Manchester Blvd, Inglewood, CA 90305-2436",,,,33.960085,-118.325939,1,range_interpolation,2710,W Manchester Blvd,Inglewood,CA,Los Angeles County,90305,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Inglewood,636546,600801,3014,3,6.0376E+13,giscorps
"27983 Seco Canyon Road, Santa Clarita, CA 91350",,,,34.459593,-118.534523,1,range_interpolation,27983,Seco Canyon Rd,Santa Clarita,CA,Los Angeles County,91350,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Santa Clarita,669088,920111,1000,1,6.03792E+13,giscorps
"2800 Airport Ave, Santa Monica, CA 90405",,,,34.009946,-118.455847,1,range_interpolation,2800,Airport Ave,Santa Monica,CA,Los Angeles County,90405,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,271400,2000,2,6.03727E+13,giscorps
"2800 Airport Ave. Santa Monica, CA 90405",,,,34.009946,-118.455847,1,range_interpolation,2800,Airport Ave,Santa Monica,CA,Los Angeles County,90405,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,271400,2000,2,6.03727E+13,giscorps
"2801 Atlantic Avenue, Long Beach, CA 90806",,,,33.807598,-118.187199,1,rooftop,2801,Atlantic Ave,Long Beach,CA,Los Angeles County,90806,US,City of Long Beach,2019,6,6037,Long Beach,643000,572202,1015,1,6.03757E+13,giscorps
"2822 E Florence Ave, Huntington Park, CA 90255-5749",,,,33.973376,-118.2192,1,rooftop,2822,E Florence Ave,Huntington Park,CA,Los Angeles County,90255,US,Los Angeles,2019,6,6037,Walnut Park,683402,534802,1000,1,6.03753E+13,giscorps
"2825 Santa Monica Blvd, Suite 104 Santa Monica, CA 90404",,,,34.03567,-118.47214,0.9,range_interpolation,2825,Santa Monica Blvd,Santa Monica,CA,Los Angeles County,90404,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Santa Monica,670000,701701,2000,2,6.0377E+13,giscorps
"28900 S Western Ave, Rancho Palos Verdes, CA 90275",,,,33.75766,-118.30975,0.9,range_interpolation,28900,S Western Ave,Rancho Palos Verdes,CA,Los Angeles County,90275,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Rancho Palos Verdes,659514,670701,3001,3,6.03767E+13,giscorps
"29525 Canwood St, Suite 200, Agoura Hills, CA 91301",,,,34.148076,-118.767605,1,rooftop,29525,Canwood St,Agoura Hills,CA,Los Angeles County,91301,US,Los Angeles,2019,6,6037,Agoura Hills,600394,800324,1012,1,6.0378E+13,giscorps
"301 S Bandini St, San Pedro, CA 90731",,,,33.741171,-118.29924,1,rooftop,301,S Bandini St,San Pedro,CA,Los Angeles County,90731,US,Los Angeles,2019,6,6037,,,609900,2000,2,6.03761E+13,giscorps
"303 E 52nd St, Los Angeles, CA 90011-4513",,,,33.99537,-118.26985,1,rooftop,303,E 52nd St,Los Angeles,CA,Los Angeles County,90011,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,229300,1005,1,6.03723E+13,giscorps
"309 W. Beverly Blvd., Montebello, CA 90640",,,,34.015016,-118.100636,1,rooftop,309,W Beverly Blvd,Montebello,CA,Los Angeles County,90640,US,Los Angeles,2019,6,6037,Montebello,648816,530101,3000,3,6.03753E+13,giscorps
"3100 Dublin Blvd, Dublin CA 94568",,,,37.703303,-121.858706,1,rooftop,3100,Dublin Blvd,Dublin,CA,Alameda County,94568,US,Alameda,2019,6,6001,Dublin,620018,450750,1022,1,6.00145E+13,giscorps
"311 Winston St., Los Angelels, CA 90013",,,,34.045499,-118.244728,1,rooftop,311,Winston St,Los Angeles,CA,Los Angeles County,90013,US,Los Angeles,2019,6,6037,Los Angeles,644000,206200,1002,1,6.03721E+13,giscorps
"3120 Imperial Highway, Inglewood, CA 90303",,,,33.930604,-118.32723,1,rooftop,3120,W Imperial Hwy,Inglewood,CA,Los Angeles County,90303,US,Los Angeles,2019,6,6037,Inglewood,636546,600502,1002,1,6.0376E+13,giscorps
